"","21_1","21_2","21_3","22_1","22_2","22_3","23_1","23_2","23_3","24_1","24_2","24_3","25_1","25_2","25_3","26_1","26_2","26_3","27_1","27_2","27_3","28_1","28_2","28_3","29_1","29_2","29_3","30_1","30_2","30_3","31_1","31_2","31_3","32_1","32_2","32_3","33_1","33_2","33_3","34_1","34_2","34_3","35_1","35_2","35_3","36_1","36_2","36_3"
"Q9Y3C4",-0.96648387904129,-0.816779591903995,-0.678277211205936,-0.86461236500876,-1.28170437281578,-1.22003870774862,-1.01290292509112,-1.25104590413911,-1.55339602824013,-1.10242275828265,-0.683773927460946,-0.603730862572435,-0.725199028758784,-0.596852166012274,-0.73882127707963,-0.948187503315955,-0.975429750005203,-0.960801142467469,-0.650704553939816,-0.758920932733799,-0.600987026493884,-0.407302562844624,-0.909457462768245,-0.803545920228007,-0.738145056595631,-0.836526481389507,-0.903262984305915,-0.656077154920849,-0.728685838156533,-0.524617293941251,-0.576500225661368,-0.973217124530965,-0.782174295010783,-1.01633512762459,-0.855719036904821,-0.935375427528786,-0.653381947660511,-0.875469202213592,-0.879253147815882,-1.0069841184098,-0.673226637096734,-0.826353050086837,-2.39335798166146,-2.23738193273389,-3.36259699565602,-2.34856065065789,-3.42009040271664,-3.28252037276113
"Q9Y3C6",0.0128694237207698,0.221634139802806,0.423001736808402,0.459495802544947,0.444939939474617,0.414515249847496,0.334748239928888,0.127181412015951,0.390823367913572,0.0799639116614548,0.422108789189527,0.23874471712102,0.501075024517538,0.291652698741776,0.36223616918835,0.575410941444751,0.707533572844142,0.394136059697814,0.810388171587132,0.706927851342317,0.720743719433429,0.574257578186305,0.480703523616478,0.555706321346771,0.303139778711943,0.149355047779507,0.392734505258809,0.656264797922773,0.701975175258167,0.500195759461788,0.611770373892536,0.489175003430254,0.500778463099551,0.207359021514744,0.258035664427959,0.403692273969226,0.322452647648504,0.55864958116814,0.491958295555579,0.522737730170002,0.48208991507228,0.314200037618105,0.338486919268747,-0.115506321212741,0.19532365815711,0.719169449976864,0.297066162748074,0.246706715545735
"Q9Y3C8",-0.3835052034567,-0.318104659614108,-0.4471121373345,-0.270732785470139,-0.160496821178822,-0.122505429713788,-0.431462631432247,-0.322037101530782,-0.561948841412529,-0.403204187602348,-0.316491076892934,-0.159386243277983,-0.337936948251953,-0.430313064740109,-0.572783847750538,-0.590455581681572,-0.372925176680728,-0.315174500386554,-0.0628590202240795,0.0281570360195286,-0.19084775429401,-0.49038116942744,-0.569689604880328,-0.303457244803488,-0.4351228551093,-0.223094257816356,-0.241217644385468,-0.289219777275356,-0.148392615151466,-0.125848182114574,-0.221784326182921,-0.249742436126712,-0.128043839237434,-0.372042514773649,-0.41514572147591,-0.404544689752,-0.359653787225538,-0.342648924621774,-0.354058944848393,-0.296780336452899,-0.321215887093302,-0.397164200232351,-0.225245199736135,-0.222133675515934,-0.111441692365954,-0.401496956238165,-0.186307753241706,-0.211415918764901
"Q9Y3D3",-1.10350882221734,-1.12444549279358,-1.420915472745,-1.32397705512882,-1.55181433561115,-1.6899488223122,-0.76058605710923,-1.36062565790562,-1.19579095766394,-0.720398549330467,-0.974576777771046,-0.719701165753557,-1.20312511026119,-1.3623661646111,-1.5069940742798,-1.07518243709603,-1.40352035363011,-1.32898883729927,-1.69025101380855,-2.08341934673956,-1.89022547975627,-1.21426934265714,-1.35944281680454,-1.32436828469791,-0.97496638315601,-0.809154260411907,-0.768948725508533,-1.26406190644467,-1.12485005748824,-1.25079553756483,-0.763027041751279,-1.05447336868638,-0.891496842618659,-0.56037216568275,-0.544470738324293,-0.918958223926044,-1.29369635145013,-1.15916769820406,NA,-1.41040644502386,-1.18373324534204,-1.14912766567602,-2.6322689188417,NA,-2.48537010081627,-1.91390997151007,-1.91305016953612,-1.3318854731574
"Q9Y3D6",0.164723688252824,0.200405163242211,0.316215483042221,-0.0116454649110866,0.00101629139127332,-0.17171746967403,0.347043226289722,0.117852665781509,0.384820787632905,0.234936400868235,0.171212251230414,0.220677975772932,0.164506806906308,0.314773356497198,0.11307362496081,0.177560547280999,0.190868927014926,0.225428699381842,0.389133574739284,0.425369505326831,0.520851298907309,0.27639001304147,0.0805928727094249,0.17092434622369,0.194577025442541,0.0634928353158521,0.242833402134494,0.303914470107286,0.49887259590679,0.362664876357603,0.0248139615137187,0.190048015178101,-0.0050613236612093,-0.0164412032864323,0.0481604447660494,0.12349656888145,0.232680881790735,0.234071571029307,0.198456290031296,0.158518053086327,0.228382299489842,0.245658556056428,-1.67429530123853,-0.380918450624949,-0.296119539224063,0.186306266144034,0.0515630969737654,-0.00474758580812879
"Q9Y3D8",-1.63298145732136,-1.61934571611857,-1.89775644599849,-1.64152776188441,-1.39763047650369,-1.77401683815753,-1.41014209276857,-1.76706740579187,-1.322665040812,-1.40551990106287,-1.6887810556018,-1.35988487372509,-1.1357490127332,-1.44650168037624,-1.45864066539489,-1.0732231056334,-1.13633636024989,-1.18280735064981,-1.32291730418381,-1.71535194266384,-1.39943978934817,-0.887490653577929,-1.60739572802676,-1.47302256966095,-1.34899904772416,-2.04548038976745,-1.61682515598746,-1.87104646159917,-1.80815784165855,-1.79055651641102,-1.23865640360194,-1.62008021152372,-1.52527967701805,-1.6258908876327,-1.86122528826917,-1.41101201956918,-1.80663658144746,-1.580746069462,-1.68201105264003,-1.45737649650063,-1.47792073660796,-1.46730297672691,-1.12094048516533,-1.64888648201166,-1.3350194161133,-1.14948119330527,-1.46055194280516,-1.40002577761532
"Q9Y3D9",-0.381724034417535,-0.320752470945296,-0.353665506061942,-0.328463831423389,-0.327296304466619,-0.318401740714249,-0.201386054215777,-0.0627455065939557,-0.173221331510117,-0.00745420182565823,-0.169229908011135,-0.0968321512280786,-0.272567606081665,-0.291534058571318,-0.190705188418515,-0.152379236943167,0.0559876394744514,-0.00261155463830314,-0.424703811138305,-0.416485833200518,-0.471934501639046,0.0647308279785414,0.0449375526000878,0.0946663598390661,-0.34165271990901,-0.283072308674767,-0.306221679918512,-0.532132910997101,-0.464737222383972,-0.569505429136651,-0.347734796721368,-0.370210557973015,-0.46695560096122,-0.270889937014029,-0.345076508963578,-0.347856897733881,-0.789964681868377,-0.634887444254914,-0.622605713705691,-0.198252290955109,-0.112522879312509,-0.247284447214742,-0.278050283645346,-0.392789225102837,-0.234662066085898,-0.214551676781837,-0.192237212684126,-0.0728315781337558
"Q9Y3E0",-1.26235809938633,-0.97831702922959,-0.98834757080616,-0.99987553079802,-0.895937540470856,-0.716629255909964,-0.990538328315518,-0.830238216349521,-0.7726528999859,-1.02718500612251,-0.869416914451554,-0.841304737574985,-1.29642446627128,-1.14604776611322,-0.99052826894041,-1.1655707622926,-1.20882646433945,-1.16527400922774,-0.381862477113634,-0.711122929514849,-0.552050902550311,-1.20196307585177,-0.830859986620416,-0.970671900416835,-0.97652963548974,-0.861002237796262,-0.985186898665688,-0.904246411595531,-0.851838894992792,-0.757991980691743,-0.676026405744372,-0.450195915649028,-0.507008505277634,-0.789690693024562,-0.910689790537051,-0.93765830220156,-1.00824865580024,-1.07943791410017,-0.914562804230275,-1.06797882431982,-0.628501134506202,-0.837898867735739,NA,-1.68991168829603,-2.77200225316861,-1.36060170513041,-1.08204005445929,-1.49416305708599
"Q9Y3E2",NA,NA,-3.69311122782092,-2.97116531818894,-2.65678651191449,-2.78986208116509,-2.97640140587691,-3.12687772589523,-3.13335150320704,-3.27865821929568,-3.76746365814062,-3.58641313785111,NA,-2.77454260767729,-3.12420812055134,-2.7517381209374,-2.72977667877385,-3.01285333897321,-2.44686639073259,-2.66260379967243,-2.60767753760333,-2.66448226356108,-2.64374420168843,-2.70704431084634,-3.44316082146121,NA,-3.43312774419676,-3.18849027154766,-3.25240934588125,-3.55134867365631,-2.94894771972646,-3.04674220021393,-2.93781865130248,-3.5713801003832,-3.4531453257482,-3.32528986780365,-2.1053987249739,-2.23810257519873,-1.99889286925404,-2.853104989999,-3.11412729099645,-2.72900884480329,-2.44491400947825,-2.9727778384159,-2.46174616555636,-2.49691257471781,-2.53697693654092,-2.57851970880234
"Q9Y3E5",-0.590343429316667,-0.627451937987697,-0.583291175843439,-0.337805961110051,-0.436130144971497,-0.545863445968921,-0.729504547671058,-0.849073409861556,-0.585315744010773,-0.47314044898964,-0.76103284535904,-0.73362098490045,-0.719325951983919,-0.744678969540971,-0.792919794378772,-0.82545561502621,-0.636257459859969,-0.468807323921685,-0.0600143503409093,-0.139335391158869,-0.1609116379069,-0.515084822083913,-0.676494683155883,-0.509803180695236,-0.718648648447365,-0.865518905182248,-0.750078700350298,-0.459971759215147,-0.627452096422893,-0.488300630844703,-0.469739065724356,-0.425504612272559,-0.601226388908334,-0.688401492386643,-0.762863332282521,-0.47797737071795,-0.904995129061401,-0.788603123552816,-0.507630361788767,-0.671052808601717,-0.778642592644362,-0.576333865797532,-0.927943578372036,-1.19499589484861,-0.827227898306657,-0.725047399447904,-0.797381245281519,-0.725808275703015
"Q9Y3E7",-0.700946279454128,-0.407439201183704,-0.30331583075568,-0.90216063711885,-0.54319103775936,-0.480420791662031,-0.527025680833372,-0.416290443534682,-0.203593766426934,-0.4537053875179,-0.147293802221137,-0.260084097548071,-0.301925827882517,-0.185643488218037,-0.414835376603475,-0.159527927311512,-0.240536981754338,-0.275773616165758,-0.372156092076087,-0.457283875463152,-0.363884884110591,-0.226653479219297,-0.172324054147406,-0.249012909352478,-0.441828313008309,-0.39923281993908,-0.197789529941529,-0.341335181997289,-0.141956214799012,-0.32583363106056,-0.282145498645756,-0.106308356448595,-0.147193294563371,-0.677514369395021,-0.341137079031762,-0.144854952078158,-0.762572280310188,-0.478089402819633,-0.475454492013279,-0.234459431938246,-0.205867081895159,-0.15461984107306,-0.228195744809917,-0.871575866911035,-0.3578028517876,-0.221784554025136,-0.392832916916084,-0.482464466091848
